"household_code","interview_date","id","crop","trans","quantity","value"
"TZFIL10",2/1/2015,"CROP02 (Maize)",5,5,40,10000
"TZFIL10",3/4/2015,"CROP02 (Maize)",5,1,40,8000
"TZFIL10",3/4/2015,"CROP02 (Maize)",5,5,200,40000
"TZFIL10",3/18/2015,"CROP02 (Maize)",5,1,40,10000
"TZFIL10",4/4/2015,"CROP02 (Maize)",5,1,40,10000
"TZFIL10",4/19/2015,"CROP02 (Maize)",5,1,20,4500
"TZFIL10",4/19/2015,"CROP02 (Maize)",5,5,600,150000
"TZFIL10",6/1/2015,"CROP02 (Maize)",5,1,40,10000
"TZFIL10",6/1/2015,"CROP02 (Maize)",5,6,60,15000
"TZFIL10",6/15/2015,"CROP02 (Maize)",5,1,20,5000
"TZFIL10",8/14/2014,"CROP03 (Beans)",1,5,1,2000
"TZFIL10",8/14/2014,"CROP03 (Beans)",1,1,1,2000
"TZFIL10",8/27/2014,"CROP03 (Beans)",1,1,1.5,1500
"TZFIL10",8/27/2014,"CROP03 (Beans)",1,2,2,2000
"TZFIL10",8/27/2014,"CROP03 (Beans)",1,6,5,5000
"TZFIL10",8/27/2014,"CROP03 (Beans)",1,5,70,84000
"TZFIL10",9/10/2014,"CROP03 (Beans)",1,5,80,68000
"TZFIL10",9/30/2014,"CROP03 (Beans)",1,1,10,9000
"TZFIL10",9/30/2014,"CROP03 (Beans)",1,6,46,47000
"TZFIL10",10/15/2014,"CROP03 (Beans)",1,1,3,600
"TZFIL10",11/27/2014,"CROP03 (Beans)",1,5,2,10000
"TZFIL10",1/18/2015,"CROP03 (Beans)",1,1,3,6000
"TZFIL10",1/18/2015,"CROP03 (Beans)",1,6,2,3000
"TZFIL10",3/18/2015,"CROP03 (Beans)",1,5,5,5000
"TZFIL10",3/18/2015,"CROP03 (Beans)",1,1,5,5000
"TZFIL10",4/19/2015,"CROP03 (Beans)",1,1,3,3000
"TZFIL10",5/5/2015,"CROP03 (Beans)",1,5,20,20000
"TZFIL10",6/1/2015,"CROP03 (Beans)",1,1,2,2000
"TZFIL10",9/30/2014,"CROP04 (Choroko)",1,1,0.75,500
"TZFIL10",9/30/2014,"CROP04 (Choroko)",1,5,0.75,500
"TZFIL10",10/15/2014,"CROP04 (Choroko)",1,1,1,1000
"TZFIL10",10/15/2014,"CROP04 (Choroko)",1,5,10,10000
"TZFIL10",10/29/2014,"CROP04 (Choroko)",1,1,1,600
"TZFIL10",5/5/2015,"CROP04 (Choroko)",1,5,5,5000
"TZFIL10",5/5/2015,"CROP04 (Choroko)",1,1,5,5000
"TZFIL10",7/15/2014,"CROP05 (Sweet potatoes)",9,5,12,40000
"TZFIL10",7/15/2014,"CROP05 (Sweet potatoes)",9,2,6,15000
"TZFIL10",7/15/2014,"CROP05 (Sweet potatoes)",9,6,2,4000
"TZFIL10",7/15/2014,"CROP05 (Sweet potatoes)",9,1,6,15000
"TZFIL10",8/4/2014,"CROP05 (Sweet potatoes)",9,5,3,15000
"TZFIL10",8/4/2014,"CROP05 (Sweet potatoes)",9,1,3,15000
"TZILF01",7/9/2014,"CROP01 (maize)",5,3,60,18000
"TZILF01",7/23/2014,"CROP01 (maize)",5,1,20,1000
"TZILF01",8/9/2014,"CROP01 (maize)",5,1,20,5000
"TZILF01",8/23/2014,"CROP01 (maize)",5,1,20,5000
"TZILF01",7/9/2014,"CROP02 (rice)",10,3,200,60000
"TZILF01",7/23/2014,"CROP02 (rice)",10,1,20,6000
"TZILF01",7/23/2014,"CROP02 (rice)",10,6,20,6000
"TZILF01",8/9/2014,"CROP02 (rice)",10,1,20,6000
"TZILF01",8/23/2014,"CROP02 (rice)",10,1,20,6000
"TZILF01",8/23/2014,"CROP02 (rice)",10,6,20,6000
"TZILF02",7/7/2014,"CROP01 (Rice)",10,3,280,84000
"TZILF02",7/22/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF02",7/22/2014,"CROP01 (Rice)",10,6,40,12000
"TZILF02",8/28/2014,"CROP01 (Rice)",10,1,10,3000
"TZILF02",11/4/2014,"CROP01 (Rice)",10,1,60,21000
"TZILF02",11/4/2014,"CROP01 (Rice)",10,6,140,45000
"TZILF02",11/4/2014,"CROP01 (Rice)",10,2,140,49000
"TZILF02",8/7/2014,"CROP02 (Beans)",1,5,10,10000
"TZILF02",8/28/2014,"CROP02 (Beans)",1,5,20,24000
"TZILF02",8/28/2014,"CROP02 (Beans)",1,1,20,24000
"TZILF02",8/28/2014,"CROP02 (Beans)",1,6,5,6000
"TZILF02",11/4/2014,"CROP02 (Beans)",1,6,20,8000
"TZILF02",11/4/2014,"CROP02 (Beans)",1,1,5,10000
"TZILF02",11/4/2014,"CROP02 (Beans)",1,5,40,40000
"TZILF02",11/22/2014,"CROP02 (Beans)",1,1,2,3000
"TZILF02",12/6/2014,"CROP02 (Beans)",1,5,2,3000
"TZILF02",12/6/2014,"CROP02 (Beans)",1,1,2,3000
"TZILF02",3/6/2015,"CROP02 (Beans)",1,5,2,3000
"TZILF02",3/6/2015,"CROP02 (Beans)",1,1,2,3000
"TZILF02",3/20/2015,"CROP02 (Beans)",1,6,4,6000
"TZILF02",3/20/2015,"CROP02 (Beans)",1,1,2,3000
"TZILF02",3/20/2015,"CROP02 (Beans)",1,5,40,30000
"TZILF02",7/7/2014,"CROP03 (Maize)",5,3,40,10000
"TZILF02",8/28/2014,"CROP03 (Maize)",5,1,20,5000
"TZILF02",11/4/2014,"CROP03 (Maize)",5,1,80,20000
"TZILF02",3/20/2015,"CROP03 (Maize)",5,1,10,2000
"TZILF02",3/20/2015,"CROP03 (Maize)",5,5,40,8000
"TZILF02",11/22/2014,"CROP04 (Pumkin\s leaves( SPINACH))""",11,1,8,2500
"TZILF02",11/22/2014,"CROP04 (Pumkin\s leaves( SPINACH))""",11,5,8,2500
"TZILF02",12/6/2014,"CROP04 (Pumkin\s leaves( SPINACH))""",11,5,10,2000
"TZILF02",12/6/2014,"CROP04 (Pumkin\s leaves( SPINACH))""",11,1,10,2000
"TZILF02",12/14/2014,"CROP04 (Pumkin\s leaves( SPINACH))""",11,4,60,9000
"TZILF02",3/20/2015,"CROP05 (Kunde)",1,3,30,20000
"TZILF03",7/7/2014,"CROP01 (Maize)",5,3,400,140000
"TZILF03",8/7/2014,"CROP01 (Maize)",5,1,40,8000
"TZILF03",8/20/2014,"CROP01 (Maize)",5,1,20,5000
"TZILF03",9/4/2014,"CROP01 (Maize)",5,1,30,9000
"TZILF03",9/30/2014,"CROP01 (Maize)",5,1,40,10000
"TZILF03",12/14/2014,"CROP01 (Maize)",5,6,800,200000
"TZILF03",12/14/2014,"CROP01 (Maize)",5,1,100,25000
"TZILF03",12/14/2014,"CROP01 (Maize)",5,5,1200,200000
"TZILF03",7/22/2014,"CROP02 (Beans)",1,1,3,3000
"TZILF03",7/22/2014,"CROP02 (Beans)",1,5,3,3000
"TZILF03",8/7/2014,"CROP02 (Beans)",1,5,10,10000
"TZILF03",8/7/2014,"CROP02 (Beans)",1,1,10,10000
"TZILF03",8/20/2014,"CROP02 (Beans)",1,5,1,1000
"TZILF03",8/20/2014,"CROP02 (Beans)",1,1,1,1000
"TZILF03",9/4/2014,"CROP02 (Beans)",1,1,20,16000
"TZILF03",9/4/2014,"CROP02 (Beans)",1,5,20,16000
"TZILF03",9/30/2014,"CROP02 (Beans)",1,1,5,9500
"TZILF03",9/30/2014,"CROP02 (Beans)",1,6,10,9500
"TZILF03",9/30/2014,"CROP02 (Beans)",1,5,40,38000
"TZILF03",12/14/2014,"CROP02 (Beans)",1,1,1,2000
"TZILF03",12/14/2014,"CROP02 (Beans)",1,5,1,2000
"TZILF03",1/19/2015,"CROP02 (Beans)",1,1,5,7000
"TZILF03",3/7/2015,"CROP02 (Beans)",1,1,10,1000
"TZILF03",3/7/2015,"CROP02 (Beans)",1,5,10,1000
"TZILF04",7/7/2014,"CROP01 (rice)",10,3,160,48000
"TZILF04",7/22/2014,"CROP01 (rice)",10,2,40,12000
"TZILF04",7/22/2014,"CROP01 (rice)",10,6,60,18000
"TZILF04",7/22/2014,"CROP01 (rice)",10,1,20,6000
"TZILF04",7/22/2014,"CROP01 (rice)",10,5,600,180000
"TZILF04",12/14/2014,"CROP01 (rice)",10,1,200,100000
"TZILF04",12/14/2014,"CROP01 (rice)",10,2,20,6000
"TZILF04",6/8/2015,"CROP01 (rice)",10,1,20,8000
"TZILF04",6/22/2015,"CROP01 (rice)",10,1,20,10000
"TZILF04",5/15/2014,"CROP02 (maize)",5,3,60,30000
"TZILF04",7/7/2014,"CROP02 (maize)",5,3,50,12500
"TZILF04",7/22/2014,"CROP02 (maize)",5,1,20,5000
"TZILF04",12/14/2014,"CROP02 (maize)",5,1,100,25000
"TZILF04",12/14/2014,"CROP02 (maize)",5,2,20,5000
"TZILF04",1/19/2015,"CROP02 (maize)",5,1,60,15000
"TZILF04",3/20/2015,"CROP02 (maize)",5,1,20,4000
"TZILF04",4/8/2015,"CROP02 (maize)",5,2,10,2000
"TZILF04",4/8/2015,"CROP02 (maize)",5,1,15,3000
"TZILF04",4/8/2015,"CROP02 (maize)",5,5,40,8000
"TZILF04",4/21/2015,"CROP02 (maize)",5,1,10,2500
"TZILF04",5/8/2015,"CROP02 (maize)",5,1,20,4000
"TZILF04",5/8/2015,"CROP02 (maize)",5,6,20,4000
"TZILF04",5/25/2015,"CROP02 (maize)",5,1,20,4500
"TZILF04",12/14/2014,"CROP03 (beans)",1,5,20,25000
"TZILF04",12/14/2014,"CROP03 (beans)",1,1,20,25000
"TZILF04",2/2/2015,"CROP03 (beans)",1,1,2.5,3000
"TZILF04",2/2/2015,"CROP03 (beans)",1,2,0.75,1000
"TZILF04",3/4/2015,"CROP03 (beans)",1,1,5,5000
"TZILF04",3/4/2015,"CROP03 (beans)",1,5,5,5000
"TZILF05",7/20/2014,"CROP01 (Rice)",10,3,400,120000
"TZILF05",7/20/2014,"CROP02 (Sunflower)",8,3,50,12500
"TZILF05",8/3/2014,"CROP02 (Sunflower)",8,1,40,10000
"TZILF05",8/3/2014,"CROP02 (Sunflower)",8,6,120,30000
"TZILF05",8/3/2014,"CROP02 (Sunflower)",8,5,200,50000
"TZILF05",9/8/2014,"CROP02 (Sunflower)",8,6,2,25000
"TZILF05",3/28/2015,"CROP04 (Maize)",5,5,200,40000
"TZILF05",4/16/2015,"CROP04 (Maize)",5,1,20,4500
"TZILF05",4/30/2015,"CROP04 (Maize)",5,1,20,4500
"TZILF05",5/12/2015,"CROP04 (Maize)",5,1,20,4500
"TZILF05",5/12/2015,"CROP04 (Maize)",5,5,30,7500
"TZILF05",6/11/2015,"CROP04 (Maize)",5,1,20,5000
"TZILF06",7/14/2014,"CROP01 (Maize)",5,3,4000,1200000
"TZILF06",8/13/2014,"CROP01 (Maize)",5,1,20,5000
"TZILF06",9/23/2014,"CROP01 (Maize)",5,1,60,15000
"TZILF06",6/8/2015,"CROP01 (Maize)",5,5,60,15000
"TZILF06",6/8/2015,"CROP01 (Maize)",5,1,60,15000
"TZILF06",8/13/2014,"CROP02 (Cassava)",2,6,1200,1200000
"TZILF06",8/13/2014,"CROP02 (Cassava)",2,5,1200,1200000
"TZILF06",10/10/2014,"CROP02 (Cassava)",2,4,100,100000
"TZILF06",7/14/2014,"CROP03 (Beans)",1,3,400,600000
"TZILF06",8/13/2014,"CROP03 (Beans)",1,5,400,600000
"TZILF06",9/9/2014,"CROP03 (Beans)",1,2,20,25000
"TZILF06",8/13/2014,"CROP04 (Sweet potatoes)",9,1,1,1000
"TZILF06",8/13/2014,"CROP04 (Sweet potatoes)",9,5,1,1000
"TZILF07",7/2/2014,"CROP01 (rice)",10,3,200,50500
"TZILF07",7/20/2014,"CROP01 (rice)",10,1,20,6000
"TZILF07",7/20/2014,"CROP01 (rice)",10,6,60,20000
"TZILF07",8/3/2014,"CROP01 (rice)",10,6,140,42000
"TZILF07",9/1/2014,"CROP01 (rice)",10,1,40,12000
"TZILF07",9/1/2014,"CROP01 (rice)",10,6,40,12000
"TZILF07",6/23/2015,"CROP01 (rice)",10,1,20,8500
"TZILF07",5/5/2014,"CROP02 (maize)",5,3,80,18000
"TZILF07",8/3/2014,"CROP02 (maize)",5,1,20,5000
"TZILF07",9/22/2014,"CROP02 (maize)",5,1,20,5000
"TZILF07",5/11/2015,"CROP02 (maize)",5,1,20,8000
"TZILF07",5/11/2015,"CROP02 (maize)",5,5,140,60000
"TZILF08",7/3/2014,"CROP01 (Rice)",10,3,600,195000
"TZILF08",7/19/2014,"CROP01 (Rice)",10,1,40,12000
"TZILF08",7/19/2014,"CROP01 (Rice)",10,6,100,30000
"TZILF08",8/3/2014,"CROP01 (Rice)",10,1,10,3000
"TZILF08",10/7/2014,"CROP01 (Rice)",10,1,10,3500
"TZILF08",11/5/2014,"CROP01 (Rice)",10,1,20,7000
"TZILF08",12/16/2014,"CROP01 (Rice)",10,1,20,10000
"TZILF08",1/25/2015,"CROP01 (Rice)",10,6,400,200000
"TZILF08",1/25/2015,"CROP01 (Rice)",10,2,20,10000
"TZILF08",2/26/2015,"CROP01 (Rice)",10,1,20,10000
"TZILF08",3/13/2015,"CROP01 (Rice)",10,1,20,13000
"TZILF08",5/11/2015,"CROP01 (Rice)",10,5,20,13000
"TZILF08",5/11/2015,"CROP01 (Rice)",10,1,20,13000
"TZILF08",5/27/2015,"CROP01 (Rice)",10,5,20,12000
"TZILF08",5/27/2015,"CROP01 (Rice)",10,1,20,12000
"TZILF08",6/25/2015,"CROP01 (Rice)",10,5,1400,700000
"TZILF08",5/5/2014,"CROP02 (Maize)",5,3,54,12000
"TZILF08",7/19/2014,"CROP02 (Maize)",5,1,20,6000
"TZILF08",8/18/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF08",9/23/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF08",10/7/2014,"CROP02 (Maize)",5,1,10,3000
"TZILF08",10/22/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF08",11/5/2014,"CROP02 (Maize)",5,1,40,12000
"TZILF08",12/4/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF08",12/16/2014,"CROP02 (Maize)",5,1,20,6000
"TZILF08",1/11/2015,"CROP02 (Maize)",5,5,1200,300000
"TZILF08",1/11/2015,"CROP02 (Maize)",5,6,1200,300000
"TZILF08",1/11/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",1/25/2015,"CROP02 (Maize)",5,2,2,500
"TZILF08",1/25/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",1/25/2015,"CROP02 (Maize)",5,4,6,1500
"TZILF08",1/25/2015,"CROP02 (Maize)",5,5,200,50000
"TZILF08",2/9/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",2/26/2015,"CROP02 (Maize)",5,1,30,9000
"TZILF08",3/13/2015,"CROP02 (Maize)",5,1,20,4500
"TZILF08",3/26/2015,"CROP02 (Maize)",5,1,20,4000
"TZILF08",4/11/2015,"CROP02 (Maize)",5,1,20,4000
"TZILF08",4/29/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",5/11/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",5/11/2015,"CROP02 (Maize)",5,5,300,75000
"TZILF08",5/27/2015,"CROP02 (Maize)",5,1,20,4500
"TZILF08",6/10/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF08",8/3/2014,"CROP03 (beans)",1,1,2,1000
"TZILF08",8/3/2014,"CROP03 (beans)",1,5,20,16000
"TZILF08",10/7/2014,"CROP03 (beans)",1,1,5,5000
"TZILF09",7/14/2014,"CROP01 (Rice)",10,3,1300,690000
"TZILF09",7/20/2014,"CROP01 (Rice)",10,1,10,3000
"TZILF09",8/5/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF09",8/5/2014,"CROP01 (Rice)",10,2,40,12000
"TZILF09",8/23/2014,"CROP01 (Rice)",10,1,10,3000
"TZILF09",9/2/2014,"CROP01 (Rice)",10,1,20,6500
"TZILF09",9/23/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF09",9/23/2014,"CROP01 (Rice)",10,6,40,12000
"TZILF09",9/23/2014,"CROP01 (Rice)",10,2,10,3000
"TZILF09",10/7/2014,"CROP01 (Rice)",10,1,10,3500
"TZILF09",10/21/2014,"CROP01 (Rice)",10,1,20,7500
"TZILF09",10/21/2014,"CROP01 (Rice)",10,6,20,7500
"TZILF09",11/9/2014,"CROP01 (Rice)",10,1,40,20000
"TZILF09",11/23/2014,"CROP01 (Rice)",10,1,40,20000
"TZILF09",11/23/2014,"CROP01 (Rice)",10,2,20,10000
"TZILF09",12/8/2014,"CROP01 (Rice)",10,1,20,10000
"TZILF09",1/8/2015,"CROP01 (Rice)",10,1,20,10000
"TZILF09",1/22/2015,"CROP01 (Rice)",10,1,10,5000
"TZILF09",2/20/2015,"CROP01 (Rice)",10,1,20,10000
"TZILF09",3/8/2015,"CROP01 (Rice)",10,1,10,6500
"TZILF09",6/17/2015,"CROP01 (Rice)",10,1,20,8000
"TZILF09",7/14/2014,"CROP02 (Maize)",5,3,660,168000
"TZILF09",7/20/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF09",8/23/2014,"CROP02 (Maize)",5,1,1,500
"TZILF09",9/2/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF09",9/23/2014,"CROP02 (Maize)",5,1,10,2500
"TZILF09",10/7/2014,"CROP02 (Maize)",5,5,2,500
"TZILF09",10/7/2014,"CROP02 (Maize)",5,1,22,6500
"TZILF09",10/21/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF09",11/9/2014,"CROP02 (Maize)",5,1,40,10000
"TZILF09",11/23/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF09",12/8/2014,"CROP02 (Maize)",5,1,20,6000
"TZILF09",1/8/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF09",1/22/2015,"CROP02 (Maize)",5,1,20,6000
"TZILF09",1/22/2015,"CROP02 (Maize)",5,2,5,2000
"TZILF09",2/5/2015,"CROP02 (Maize)",5,5,60,18000
"TZILF09",3/8/2015,"CROP02 (Maize)",5,1,10,2500
"TZILF09",3/21/2015,"CROP02 (Maize)",5,1,20,4000
"TZILF09",5/7/2015,"CROP02 (Maize)",5,1,60,15000
"TZILF09",5/20/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF09",5/20/2015,"CROP02 (Maize)",5,5,200,50000
"TZILF09",6/17/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF09",7/20/2014,"CROP03 (Cassava)",2,1,1,2000
"TZILF09",7/20/2014,"CROP03 (Cassava)",2,5,1,2000
"TZILF09",3/21/2015,"CROP03 (Cassava)",2,1,4,4000
"TZILF09",3/21/2015,"CROP03 (Cassava)",2,5,4,4000
"TZILF09",8/5/2014,"CROP04 (Sweet potatoes)",9,1,1.5,6000
"TZILF09",8/5/2014,"CROP04 (Sweet potatoes)",9,5,3,12000
"TZILF09",8/5/2014,"CROP04 (Sweet potatoes)",9,2,1.5,6000
"TZILF09",8/23/2014,"CROP05 (Beans)",1,2,5,4000
"TZILF09",8/23/2014,"CROP05 (Beans)",1,6,20,16000
"TZILF09",8/23/2014,"CROP05 (Beans)",1,5,30,24000
"TZILF09",10/7/2014,"CROP05 (Beans)",1,1,2,2000
"TZILF09",10/21/2014,"CROP05 (Beans)",1,1,5,5000
"TZILF09",11/9/2014,"CROP05 (Beans)",1,1,5,10000
"TZILF09",11/23/2014,"CROP05 (Beans)",1,1,5,10000
"TZILF09",12/8/2014,"CROP05 (Beans)",1,1,2,3000
"TZILF09",3/8/2015,"CROP05 (Beans)",1,1,3,4500
"TZILF09",5/7/2015,"CROP05 (Beans)",1,1,10,10000
"TZILF09",5/7/2015,"CROP05 (Beans)",1,5,30,30000
"TZILF09",9/23/2014,"CROP06 (Spinach)",11,5,1,2000
"TZILF09",9/23/2014,"CROP06 (Spinach)",11,1,1,2000
"TZILF09",10/7/2014,"CROP06 (Spinach)",11,2,5,1500
"TZILF09",10/7/2014,"CROP06 (Spinach)",11,1,5,1500
"TZILF09",10/7/2014,"CROP06 (Spinach)",11,5,10,3000
"TZILF09",10/21/2014,"CROP06 (Spinach)",11,5,10,2000
"TZILF09",10/21/2014,"CROP06 (Spinach)",11,1,10,2000
"TZILF09",11/9/2014,"CROP06 (Spinach)",11,1,7,4200
"TZILF09",11/9/2014,"CROP06 (Spinach)",11,5,7,4200
"TZILF09",11/23/2014,"CROP06 (Spinach)",11,5,15,2500
"TZILF09",11/23/2014,"CROP06 (Spinach)",11,1,15,2500
"TZILF09",12/8/2014,"CROP06 (Spinach)",12,5,8,2400
"TZILF09",12/8/2014,"CROP06 (Spinach)",12,1,8,2400
"TZILF09",1/22/2015,"CROP06 (Spinach)",11,5,1,200
"TZILF09",1/22/2015,"CROP06 (Spinach)",11,1,1,200
"TZILF09",2/5/2015,"CROP06 (Spinach)",11,5,4,2000
"TZILF09",2/5/2015,"CROP06 (Spinach)",11,1,4,2000
"TZILF09",2/20/2015,"CROP06 (Spinach)",11,1,6,3000
"TZILF09",2/20/2015,"CROP06 (Spinach)",11,5,6,3000
"TZILF09",5/7/2015,"CROP06 (Spinach)",11,5,20,2000
"TZILF09",5/7/2015,"CROP06 (Spinach)",11,1,20,2000
"TZILF11",6/26/2014,"CROP01 (Rice)",10,3,225,105000
"TZILF11",7/15/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF11",7/15/2014,"CROP01 (Rice)",10,6,20,6000
"TZILF11",7/15/2014,"CROP01 (Rice)",10,5,100,30000
"TZILF11",8/5/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF11",8/5/2014,"CROP01 (Rice)",10,6,140,42000
"TZILF11",8/14/2014,"CROP01 (Rice)",10,1,10,3000
"TZILF11",9/16/2014,"CROP01 (Rice)",10,1,20,6000
"TZILF11",9/16/2014,"CROP01 (Rice)",10,2,1,300
"TZILF11",9/30/2014,"CROP01 (Rice)",10,1,20,7000
"TZILF11",10/15/2014,"CROP01 (Rice)",10,1,40,16000
"TZILF11",10/29/2014,"CROP01 (Rice)",10,6,30,12000
"TZILF11",10/29/2014,"CROP01 (Rice)",10,2,20,8500
"TZILF11",1/18/2015,"CROP01 (Rice)",10,1,20,10000
"TZILF11",5/8/2015,"CROP01 (Rice)",10,6,200,130000
"TZILF11",5/8/2015,"CROP01 (Rice)",10,1,20,13000
"TZILF11",5/8/2015,"CROP01 (Rice)",10,5,300,195000
"TZILF11",5/25/2015,"CROP01 (Rice)",10,6,240,156000
"TZILF11",5/25/2015,"CROP01 (Rice)",10,1,20,12000
"TZILF11",5/25/2015,"CROP01 (Rice)",10,5,340,192000
"TZILF11",6/8/2015,"CROP01 (Rice)",10,6,300,150000
"TZILF11",6/8/2015,"CROP01 (Rice)",10,5,350,175000
"TZILF11",7/1/2015,"CROP01 (Rice)",10,1,20,10000
"TZILF11",6/26/2014,"CROP02 (Maize)",5,3,1200,300000
"TZILF11",7/15/2014,"CROP02 (Maize)",5,6,200,60000
"TZILF11",8/5/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF11",8/5/2014,"CROP02 (Maize)",5,6,20,5000
"TZILF11",9/16/2014,"CROP02 (Maize)",5,6,480,108000
"TZILF11",9/16/2014,"CROP02 (Maize)",5,2,2,600
"TZILF11",9/16/2014,"CROP02 (Maize)",5,4,60,15000
"TZILF11",9/30/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF11",10/15/2014,"CROP02 (Maize)",5,1,20,5000
"TZILF11",2/20/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF11",3/6/2015,"CROP02 (Maize)",5,5,40,10000
"TZILF11",3/6/2015,"CROP02 (Maize)",5,4,10,2500
"TZILF11",3/6/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF11",3/6/2015,"CROP02 (Maize)",5,2,40,10000
"TZILF11",4/23/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF11",4/23/2015,"CROP02 (Maize)",5,5,40,10000
"TZILF11",5/8/2015,"CROP02 (Maize)",5,1,20,5000
"TZILF11",5/8/2015,"CROP02 (Maize)",5,4,2,300
"TZILF11",5/8/2015,"CROP02 (Maize)",5,5,30,7500
"TZILF11",7/15/2014,"CROP03 (Beans)",1,1,5,5000
"TZILF11",10/15/2014,"CROP03 (Beans)",1,5,1,500
"TZILF11",10/15/2014,"CROP03 (Beans)",1,1,1,500
"TZILF11",10/15/2014,"CROP03 (Beans)",1,2,1,1500
"TZILF11",11/13/2014,"CROP03 (Beans)",1,2,10,10000
"TZILF11",9/30/2014,"CROP04 (avocado)",4,5,60,20000
"TZILF11",9/30/2014,"CROP04 (avocado)",4,6,55,18000
"TZILF11",9/30/2014,"CROP04 (avocado)",4,4,40,15000
"TZILF11",10/15/2014,"CROP04 (avocado)",4,5,2,12000
"TZILF11",10/15/2014,"CROP04 (avocado)",4,6,2,12000
"TZILF11",10/15/2014,"CROP04 (avocado)",4,4,0.5,3000
"TZILF11",10/29/2014,"CROP04 (avocado)",4,5,5,25000
"TZILF11",10/29/2014,"CROP04 (avocado)",4,6,5,25000
"TZILF11",10/29/2014,"CROP04 (avocado)",4,4,2,10000
